module_code,module_name,name,period,sitting,year_start,year_stop,link
EE352-1,Linear Control Systems,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE352_1_1_5.PDF
EE352-1,Linear Control Systems,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE352_1_1_5.PDF
EE353-1,Microprocessor Systems Engineering,Paper 1 - Written,Spring,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE353_1_1_0.PDF
EE353-1,Microprocessor Systems Engineering,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE353_1_2_3.PDF
EE353-1,Microprocessor Systems Engineering,Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE353_1_2_3.PDF
EE353-1,Microprocessor Systems Engineering,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE353_1_1_5.PDF
EE354-1,"Power, Machines & Control",Paper 1 - Written,Spring,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE354_1_1_0.PDF
EE354-1,"Power, Machines & Control",Paper 1 - Written,Spring,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE354_1_1_0.PDF
EE354-1,"Power, Machines & Control",Paper 1 - Written,Autumn,2,2014,2015,
EE354-1,"Power, Machines & Control",Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE354_1_2_3.PDF
EE356-1,Sports & Exercise Psychology,Paper 1 - Written,Spring,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE356_1_1_0.PDF
EE356-1,Sports & Exercise Psychology,Paper 1 - Written,Autumn,2,2013,2014,
EE357-1,Signals and Communications,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE357_1_2_3.PDF
EE357-1,Signals and Communications,Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE357_1_2_3.PDF
EE357-1,Signals and Communications,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE357_1_1_5.PDF
EE357-1,Signals and Communications,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE357_1_1_5.PDF
EE407-1,E.M. Theory And Applications,Paper 1 - Written,Autumn,2,2008,2009,
EE407-1,E.M. Theory And Applications,Paper 1 - Written,Autumn,2,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE407_1_2_3.PDF
EE407-1,E.M. Theory And Applications,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE407_1_1_5.PDF
EE407-1,E.M. Theory And Applications,Paper 1 - Written,Winter,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE407_1_1_5.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Summer,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EE/2009_2010_EE409_1_1_2.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Summer,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE409_1_1_2.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Summer,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE409_1_1_2.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE409_1_2_3.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2011,2012,
EE409-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2010,2011,
EE409-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2009,2010,
EE409-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2008,2009,
EE409-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2007,2008,
EE409-1,Digital Signal Processing,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE409_1_1_5.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE409_1_1_5.PDF
EE409-1,Digital Signal Processing,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE409_1_1_5.PDF
EE409-2,Digital Signal Processing,Paper 2 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE409_2_1_2.PDF
EE409-2,Digital Signal Processing,Paper 2 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE409_2_1_2.PDF
EE409-2,Digital Signal Processing,Paper 2 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE409_2_1_2.PDF
EE409-2,Digital Signal Processing,Paper 2 - Written,Autumn,2,2010,2011,
EE409-2,Digital Signal Processing,Paper 2 - Written,Autumn,2,2012,2013,
EE409-2,Digital Signal Processing,Paper 2 - Written,Autumn,2,2011,2012,
EE409.I-1,Digital Signal Processing I,Paper 1 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE409.I_1_2_3.PDF
EE409.I-1,Digital Signal Processing I,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE409.I_1_1_5.PDF
EE411-1,Power Electronics,Paper 1 - Written,Winter,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EE/2009_2010_EE411_1_1_5.PDF
EE411-1,Power Electronics,Paper 1 - Written,Autumn,2,2012,2013,
EE411-1,Power Electronics,Paper 1 - Written,Autumn,2,2011,2012,
EE411-1,Power Electronics,Paper 1 - Written,Autumn,2,2010,2011,
EE411-1,Power Electronics,Paper 1 - Written,Autumn,2,2009,2010,
EE411-1,Power Electronics,Paper 1 - Written,Autumn,2,2008,2009,
EE411-1,Power Electronics,Paper 1 - Written,Autumn,2,2007,2008,
EE411-1,Power Electronics,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE411_1_1_5.PDF
EE411-1,Power Electronics,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE411_1_1_5.PDF
EE411-1,Power Electronics,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE411_1_1_5.PDF
EE411-1,Power Electronics,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE411_1_1_5.PDF
EE411-1,Power Electronics,Paper 1 - Written,Winter,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE411_1_1_5.PDF
EE411-2,Power Electronics,Paper 2 - Written,Autumn,2,2009,2010,
EE411-2,Power Electronics,Paper 2 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE411_2_1_2.PDF
EE411-2,Power Electronics,Paper 2 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE411_2_1_2.PDF
EE411-2,Power Electronics,Paper 2 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE411_2_1_2.PDF
EE411-2,Power Electronics,Paper 2 - Written,Summer,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EE/2009_2010_EE411_2_1_2.PDF
EE411-2,Power Electronics,Paper 2 - Written,Summer,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE411_2_1_2.PDF
EE411-2,Power Electronics,Paper 2 - Written,Summer,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE411_2_1_2.PDF
EE411-2,Power Electronics,Paper 2 - Written,Autumn,2,2012,2013,
EE411-2,Power Electronics,Paper 2 - Written,Autumn,2,2011,2012,
EE411-2,Power Electronics,Paper 2 - Written,Autumn,2,2010,2011,
EE411-2,Power Electronics,Paper 2 - Written,Autumn,2,2008,2009,
EE411-2,Power Electronics,Paper 2 - Written,Autumn,2,2007,2008,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Summer,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EE/2009_2010_EE423_1_1_2.PDF
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Summer,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE423_1_1_2.PDF
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Summer,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE423_1_1_2.PDF
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2012,2013,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2011,2012,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2009,2010,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2008,2009,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2007,2008,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2010,2011,
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE423_1_1_5.PDF
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE423_1_1_5.PDF
EE423-1,Telecommunications Software Applications,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE423_1_1_5.PDF
EE423-2,Telecommunications Software Applications,Paper 2 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE423_2_1_2.PDF
EE423-2,Telecommunications Software Applications,Paper 2 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE423_2_1_2.PDF
EE423-2,Telecommunications Software Applications,Paper 2 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE423_2_1_2.PDF
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE427_1_1_5.PDF
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Winter,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EE/2009_2010_EE427_1_1_5.PDF
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Autumn,2,2012,2013,
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Autumn,2,2011,2012,
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Autumn,2,2010,2011,
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Autumn,2,2009,2010,
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Autumn,2,2008,2009,
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Autumn,2,2007,2008,
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE427_1_1_5.PDF
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE427_1_1_5.PDF
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE427_1_1_5.PDF
EE427-1,Digital Systems Design & VHDL,Paper 1 - Written,Winter,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE427_1_1_5.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE427_2_1_2.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE427_2_1_2.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE427_2_1_2.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Summer,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EE/2009_2010_EE427_2_1_2.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Summer,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE427_2_1_2.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Summer,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE427_2_1_2.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE427_2_2_3.PDF
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Autumn,2,2011,2012,
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Autumn,2,2010,2011,
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Autumn,2,2009,2010,
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Autumn,2,2008,2009,
EE427-2,Digital Systems Design & VHDL,Paper 2 - Written,Autumn,2,2007,2008,
EE431-1,Electromagnetics & Instrumentation,Paper 1 - Written,Summer,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EE/2008_2009_EE431_1_1_2.PDF
EE431-1,Electromagnetics & Instrumentation,Paper 1 - Written,Summer,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EE/2007_2008_EE431_1_1_2.PDF
EE431-1,Electromagnetics & Instrumentation,Paper 1 - Written,Autumn,2,2008,2009,
EE431-1,Electromagnetics & Instrumentation,Paper 1 - Written,Autumn,2,2007,2008,
EE432-1,Advanced RF Engineering Electromagnetics,Paper 1 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE432_1_1_2.PDF
EE432-1,Advanced RF Engineering Electromagnetics,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE432_1_1_2.PDF
EE432-1,Advanced RF Engineering Electromagnetics,Paper 1 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EE/2010_2011_EE432_1_1_2.PDF
EE432-1,Advanced RF Engineering Electromagnetics,Paper 1 - Written,Autumn,2,2011,2012,
EE432-1,Advanced RF Engineering Electromagnetics,Paper 1 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE432_1_2_3.PDF
EE432-1,Advanced RF Engineering Electromagnetics,Paper 1 - Written,Autumn,2,2010,2011,
EE435-1,Embedded Systems Application Programming,Paper 1 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE435_1_1_2.PDF
EE435-1,Embedded Systems Application Programming,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE435_1_1_2.PDF
EE436-1,Signals & Communication,Paper 1 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE436_1_2_3.PDF
EE436-1,Signals & Communication,Paper 1 - Written,Autumn,2,2011,2012,
EE436-1,Signals & Communication,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE436_1_1_5.PDF
EE436-1,Signals & Communication,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE436_1_1_5.PDF
EE436-2,Signals & Communication,Paper 2 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE436_2_1_2.PDF
EE436-2,Signals & Communication,Paper 2 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE436_2_1_2.PDF
EE436-2,Signals & Communication,Paper 2 - Written,Autumn,2,2012,2013,
EE436-2,Signals & Communication,Paper 2 - Written,Autumn,2,2011,2012,
EE437-1,Linear Control Systems II,Paper 1 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE437_1_1_2.PDF
EE437-1,Linear Control Systems II,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE437_1_1_2.PDF
EE437-1,Linear Control Systems II,Paper 1 - Written,Autumn,2,2012,2013,
EE437-1,Linear Control Systems II,Paper 1 - Written,Autumn,2,2011,2012,
EE438-1,Power Systems,Paper 1 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE438_1_1_2.PDF
EE438-1,Power Systems,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE438_1_1_2.PDF
EE439-1,Linear Control Systems I,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE439_1_2_3.PDF
EE439-1,Linear Control Systems I,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/EE/2011_2012_EE439_1_1_5.PDF
EE441-1,Advanced RF Engineering Electromagentics,Paper 1 - Written,Summer,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE441_1_1_2.PDF
EE441-1,Advanced RF Engineering Electromagentics,Paper 1 - Written,Autumn,2,2013,2014,
EE442-1,Advanced Power Electronics,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE442_1_1_2.PDF
EE442-1,Advanced Power Electronics,Paper 1 - Written,Summer,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE442_1_1_2.PDF
EE442-1,Advanced Power Electronics,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE442_1_2_3.PDF
EE442-1,Advanced Power Electronics,Paper 1 - Written,Autumn,2,2013,2014,
EE444-1,Communications and Signal Processing Applications,Paper 1 - Written,Summer,1,2014,2015,
EE444-1,Communications and Signal Processing Applications,Paper 1 - Written,Summer,1,2013,2014,
EE444-1,Communications and Signal Processing Applications,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE444_1_2_3.PDF
EE444-1,Communications and Signal Processing Applications,Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE444_1_2_3.PDF
EE445-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE445_1_2_3.PDF
EE445-1,Digital Signal Processing,Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE445_1_2_3.PDF
EE445-1,Digital Signal Processing,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE445_1_1_5.PDF
EE445-1,Digital Signal Processing,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE445_1_1_5.PDF
EE446-1,Embedded Systems Applications Processing,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE446_1_1_2.PDF
EE446-1,Embedded Systems Applications Processing,Paper 1 - Written,Summer,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE446_1_1_2.PDF
EE446-1,Embedded Systems Applications Processing,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE446_1_2_3.PDF
EE446-1,Embedded Systems Applications Processing,Paper 1 - Written,Autumn,2,2013,2014,
EE447-1,Engineering Electromagnetics,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE447_1_1_2.PDF
EE447-1,Engineering Electromagnetics,Paper 1 - Written,Summer,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE447_1_1_2.PDF
EE447-1,Engineering Electromagnetics,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE447_1_2_3.PDF
EE447-1,Engineering Electromagnetics,Paper 1 - Written,Autumn,2,2013,2014,
EE448-1,Power Electronics,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE448_1_1_5.PDF
EE448-1,Power Electronics,Paper 1 - Written,Autumn,2,2014,2015,
EE448-1,Power Electronics,Paper 1 - Written,Autumn,2,2013,2014,
EE448-1,Power Electronics,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE448_1_1_5.PDF
EE449-1,"Power, Machines & Control",Paper 1 - Written,Summer,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE449_1_1_2.PDF
EE449-1,"Power, Machines & Control",Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE449_1_2_3.PDF
EE450-1,Power Systems,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE450_1_1_2.PDF
EE450-1,Power Systems,Paper 1 - Written,Summer,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE450_1_1_2.PDF
EE450-1,Power Systems,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE450_1_2_3.PDF
EE450-1,Power Systems,Paper 1 - Written,Autumn,2,2013,2014,
EE451-1,System on Chip Design I,Paper 1 - Written,Autumn,2,2014,2015,
EE451-1,System on Chip Design I,Paper 1 - Written,Autumn,2,2013,2014,
EE451-1,System on Chip Design I,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE451_1_1_5.PDF
EE451-1,System on Chip Design I,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE451_1_1_5.PDF
EE452-1,System on Chip Design II,Paper 1 - Written,Summer,1,2014,2015,
EE452-1,System on Chip Design II,Paper 1 - Written,Summer,1,2013,2014,
EE452-1,System on Chip Design II,Paper 1 - Written,Autumn,2,2014,2015,
EE452-1,System on Chip Design II,Paper 1 - Written,Autumn,2,2013,2014,
EE453-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE453_1_2_3.PDF
EE453-1,Telecommunications Software Applications,Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE453_1_2_3.PDF
EE453-1,Telecommunications Software Applications,Paper 1 - Written,Winter,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE453_1_1_5.PDF
EE453-1,Telecommunications Software Applications,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/EE/2013_2014_EE453_1_1_5.PDF
EE461-1,Communication Systems Engineering,Paper 1 - Written,Summer,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/EE/2012_2013_EE461_1_1_2.PDF
EE461-1,Communication Systems Engineering,Paper 1 - Written,Autumn,2,2012,2013,
EE6101-1,Advanced Power Electronics,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE6101_1_1_2.PDF
EE6101-1,Advanced Power Electronics,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE6101_1_2_3.PDF
EE6102-1,Power Systems,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE6102_1_1_2.PDF
EE6102-1,Power Systems,Paper 1 - Written,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/EE/2014_2015_EE6102_1_2_3.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EH/2010_2011_EH201_1_1_5.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Autumn,2,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/EH/2010_2011_EH201_1_2_3.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Autumn,2,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EH/2009_2010_EH201_1_2_3.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Autumn,2,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EH/2008_2009_EH201_1_2_3.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Autumn,2,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EH/2007_2008_EH201_1_2_3.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Winter,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/EH/2009_2010_EH201_1_1_5.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EH/2008_2009_EH201_1_1_5.PDF
EH201-1,Elementary Hydraulics,Paper 1 - Written,Winter,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EH/2007_2008_EH201_1_1_5.PDF
EH204-1,Hydraulics,Paper 1 - Written,Winter,1,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/EH/2007_2008_EH204_1_1_5.PDF
EH204-1,Hydraulics,Paper 1 - Written,Autumn,2,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/EH/2008_2009_EH204_1_2_3.PDF
