module_code,module_name,name,period,sitting,year_start,year_stop,link
MD109-1,Introduction to Biochemistry,Paper 1 - Written,Autumn,2,2010,2011,
MD109-1,Introduction to Biochemistry,Paper 1 - Written,Autumn,2,2009,2010,
MD109-1,Introduction to Biochemistry,Paper 1 - Written,Autumn,2,2008,2009,
MD109-1,Introduction to Biochemistry,Paper 1 - Written,Winter,1,2009,2010,
MD109-1,Introduction to Biochemistry,Paper 1 - Written,Winter,1,2010,2011,
MD109-1,Introduction to Biochemistry,Paper 1 - Written,Winter,1,2008,2009,
MD109-CB1,Introduction to Biochemistry,Computer Based - Paper 1,Autumn,2,2011,2012,
MD109-CB1,Introduction to Biochemistry,Computer Based - Paper 1,Winter,1,2011,2012,
MD1101-1,Basics of body structure/musculoskeletal system,Paper 1 - Written,Autumn,2,2014,2015,
MD1101-1,Basics of body structure/musculoskeletal system,Paper 1 - Written,Winter,1,2014,2015,
MD112-1,Clinical Teaching Methodologies,Paper 1 - Written,Autumn,2,2007,2008,
MD112-1,Clinical Teaching Methodologies,Paper 1 - Written,Summer,1,2007,2008,
MD116-1,Assessment of Clinical Teaching,Paper 1 - Written,Autumn,2,2007,2008,
MD116-1,Assessment of Clinical Teaching,Paper 1 - Written,Summer,1,2007,2008,
MD120-1,Professionalism 1,Paper 1 - Written,Autumn,2,2007,2008,
MD120-1,Professionalism 1,Paper 1 - Written,Winter,1,2007,2008,
MD120-1,Professionalism 1,Paper 1 - Written,Winter,1,2008,2009,
MD120-1,Professionalism 1,Paper 1 - Written,Autumn,2,2008,2009,
MD121-1,Cardiovascular System,Paper 1 - Written,Autumn,2,2014,2015,
MD121-1,Cardiovascular System,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD121_1_2_3.PDF
MD121-1,Cardiovascular System,Paper 1 - Written,Autumn,2,2009,2010,
MD121-1,Cardiovascular System,Paper 1 - Written,Autumn,2,2008,2009,
MD121-1,Cardiovascular System,Paper 1 - Written,Summer,1,2013,2014,
MD121-1,Cardiovascular System,Paper 1 - Written,Autumn,2,2007,2008,
MD121-1,Cardiovascular System,Paper 1 - Written,Summer,1,2014,2015,
MD121-1,Cardiovascular System,Paper 1 - Written,Autumn,2,2013,2014,
MD121-1,Cardiovascular System,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD121_1_1_2.PDF
MD121-1,Cardiovascular System,Paper 1 - Written,Summer,1,2009,2010,
MD121-1,Cardiovascular System,Paper 1 - Written,Summer,1,2008,2009,
MD121-1,Cardiovascular System,Paper 1 - Written,Summer,1,2007,2008,
MD121-CB1,Cardiovascular System,Computer Based - Paper 1,Autumn,2,2012,2013,
MD121-CB1,Cardiovascular System,Computer Based - Paper 1,Autumn,2,2010,2011,
MD121-CB1,Cardiovascular System,Computer Based - Paper 1,Summer,1,2012,2013,
MD121-CB1,Cardiovascular System,Computer Based - Paper 1,Summer,1,2010,2011,
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2014,2015,
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2012,2013,
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD122_1_2_3.PDF
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2009,2010,
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2008,2009,
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2007,2008,
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2013,2014,
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2014,2015,
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD122_1_1_2.PDF
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2009,2010,
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2008,2009,
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2007,2008,
MD122-1,Respiratory System,Paper 1 - Written,Autumn,2,2013,2014,
MD122-1,Respiratory System,Paper 1 - Written,Summer,1,2012,2013,
MD122-CB1,Respiratory System,Computer Based - Paper 1,Autumn,2,2010,2011,
MD122-CB1,Respiratory System,Computer Based - Paper 1,Summer,1,2010,2011,
MD123-1,Renal System,Paper 1 - Written,Autumn,2,2009,2010,
MD123-1,Renal System,Paper 1 - Written,Autumn,2,2008,2009,
MD123-1,Renal System,Paper 1 - Written,Autumn,2,2007,2008,
MD123-1,Renal System,Paper 1 - Written,Summer,1,2009,2010,
MD123-1,Renal System,Paper 1 - Written,Summer,1,2008,2009,
MD123-1,Renal System,Paper 1 - Written,Summer,1,2007,2008,
MD123-CB1,Renal System,Computer Based - Paper 1,Autumn,2,2013,2014,
MD123-CB1,Renal System,Computer Based - Paper 1,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/MD/2014_2015_MD123_CB1_2_3.PDF
MD123-CB1,Renal System,Computer Based - Paper 1,Autumn,2,2012,2013,
MD123-CB1,Renal System,Computer Based - Paper 1,Autumn,2,2011,2012,
MD123-CB1,Renal System,Computer Based - Paper 1,Autumn,2,2010,2011,
MD123-CB1,Renal System,Computer Based - Paper 1,Summer,1,2013,2014,
MD123-CB1,Renal System,Computer Based - Paper 1,Summer,1,2014,2015,
MD123-CB1,Renal System,Computer Based - Paper 1,Summer,1,2012,2013,
MD123-CB1,Renal System,Computer Based - Paper 1,Summer,1,2010,2011,
MD123-CB1,Renal System,Computer Based - Paper 1,Summer,1,2011,2012,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Autumn,2,2014,2015,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Autumn,2,2012,2013,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Autumn,2,2009,2010,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Autumn,2,2008,2009,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Autumn,2,2007,2008,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Summer,1,2009,2010,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Autumn,2,2013,2014,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Summer,1,2013,2014,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Summer,1,2012,2013,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Summer,1,2008,2009,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Summer,1,2014,2015,
MD124-1,Gastro-Intestinal System,Paper 1 - Written,Summer,1,2007,2008,
MD124-CB1,Gastro-Intestinal System,Computer Based - Paper 1,Autumn,2,2011,2012,
MD124-CB1,Gastro-Intestinal System,Computer Based - Paper 1,Autumn,2,2010,2011,
MD124-CB1,Gastro-Intestinal System,Computer Based - Paper 1,Summer,1,2011,2012,
MD124-CB1,Gastro-Intestinal System,Computer Based - Paper 1,Summer,1,2010,2011,
MD125-1,Nutrition,Paper 1 - Written,Autumn,2,2010,2011,
MD125-1,Nutrition,Paper 1 - Written,Summer,1,2010,2011,
MD125-1,Nutrition,Paper 1 - Written,Autumn,2,2011,2012,
MD125-1,Nutrition,Paper 1 - Written,Autumn,2,2008,2009,
MD125-1,Nutrition,Paper 1 - Written,Autumn,2,2007,2008,https://www.mis.nuigalway.ie/papers_public/2007_2008/MD/2007_2008_MD125_1_2_3.PDF
MD125-1,Nutrition,Paper 1 - Written,Autumn,2,2009,2010,
MD125-1,Nutrition,Paper 1 - Written,Summer,1,2009,2010,
MD125-1,Nutrition,Paper 1 - Written,Summer,1,2008,2009,
MD125-1,Nutrition,Paper 1 - Written,Summer,1,2007,2008,
MD125-1,Nutrition,Paper 1 - Written,Summer,1,2011,2012,
MD126-1,Professionalism 2,Paper 1 - Written,Autumn,2,2008,2009,
MD126-1,Professionalism 2,Paper 1 - Written,Autumn,2,2007,2008,
MD126-1,Professionalism 2,Paper 1 - Written,Summer,1,2008,2009,
MD126-1,Professionalism 2,Paper 1 - Written,Summer,1,2007,2008,
MD128-CB1,Professionalism 1.1,Computer Based - Paper 1,Autumn,2,2011,2012,
MD128-CB1,Professionalism 1.1,Computer Based - Paper 1,Summer,1,2011,2012,
MD135-1,Musculoskeletal System and Peripheral Nerves,Paper 1 - Written,Autumn,2,2013,2014,
MD135-1,Musculoskeletal System and Peripheral Nerves,Paper 1 - Written,Autumn,2,2012,2013,
MD135-1,Musculoskeletal System and Peripheral Nerves,Paper 1 - Written,Winter,1,2013,2014,
MD135-1,Musculoskeletal System and Peripheral Nerves,Paper 1 - Written,Winter,1,2012,2013,
MD136-1,General Principles of Human Body Structure,Paper 1 - Written,Autumn,2,2013,2014,
MD136-1,General Principles of Human Body Structure,Paper 1 - Written,Autumn,2,2012,2013,
MD136-1,General Principles of Human Body Structure,Paper 1 - Written,Winter,1,2013,2014,
MD136-1,General Principles of Human Body Structure,Paper 1 - Written,Winter,1,2012,2013,
MD137-CB1,Principles of Physiology,Computer Based - Paper 1,Autumn,2,2014,2015,
MD137-CB1,Principles of Physiology,Computer Based - Paper 1,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/MD/2012_2013_MD137_CB1_2_3.PDF
MD137-CB1,Principles of Physiology,Computer Based - Paper 1,Winter,1,2014,2015,
MD137-CB1,Principles of Physiology,Computer Based - Paper 1,Autumn,2,2013,2014,
MD137-CB1,Principles of Physiology,Computer Based - Paper 1,Winter,1,2013,2014,
MD137-CB1,Principles of Physiology,Computer Based - Paper 1,Winter,1,2012,2013,
MD138-CB1,"Biomolecules, Metabolism and Energy",Computer Based - Paper 1,Autumn,2,2013,2014,
MD138-CB1,"Biomolecules, Metabolism and Energy",Computer Based - Paper 1,Autumn,2,2012,2013,
MD138-CB1,"Biomolecules, Metabolism and Energy",Computer Based - Paper 1,Winter,1,2012,2013,
MD138-CB1,"Biomolecules, Metabolism and Energy",Computer Based - Paper 1,Winter,1,2014,2015,
MD138-CB1,"Biomolecules, Metabolism and Energy",Computer Based - Paper 1,Winter,1,2013,2014,
MD138-CB1,"Biomolecules, Metabolism and Energy",Computer Based - Paper 1,Autumn,2,2014,2015,
MD139-1,Medical Professionalism 1,Paper 1 - Written,Winter,1,2014,2015,
MD139-1,Medical Professionalism 1,Paper 1 - Written,Autumn,2,2014,2015,
MD139-CB1,Medical Professionalism 1,Computer Based - Paper 1,Autumn,2,2012,2013,
MD139-CB1,Medical Professionalism 1,Computer Based - Paper 1,Summer,1,2014,2015,
MD139-CB1,Medical Professionalism 1,Computer Based - Paper 1,Autumn,2,2013,2014,
MD139-CB1,Medical Professionalism 1,Computer Based - Paper 1,Summer,1,2013,2014,
MD139-CB1,Medical Professionalism 1,Computer Based - Paper 1,Winter,1,2012,2013,
MD140-CB1,"Metabolism, Nutrition and Health",Computer Based - Paper 1,Autumn,2,2012,2013,
MD140-CB1,"Metabolism, Nutrition and Health",Computer Based - Paper 1,Summer,1,2014,2015,
MD140-CB1,"Metabolism, Nutrition and Health",Computer Based - Paper 1,Autumn,2,2013,2014,
MD140-CB1,"Metabolism, Nutrition and Health",Computer Based - Paper 1,Summer,1,2013,2014,
MD140-CB1,"Metabolism, Nutrition and Health",Computer Based - Paper 1,Autumn,2,2014,2015,
MD140-CB1,"Metabolism, Nutrition and Health",Computer Based - Paper 1,Summer,1,2012,2013,
MD200-1,Organ Failure,Paper 1 - Written,Autumn,2,2008,2009,
MD200-1,Organ Failure,Paper 1 - Written,Summer,1,2008,2009,
MD200-CB1,Organ Failure,Computer Based - Paper 1,Autumn,2,2012,2013,
MD200-CB1,Organ Failure,Computer Based - Paper 1,Summer,1,2012,2013,
MD201-1,Health & Disease,Paper 1 - Written,Autumn,2,2012,2013,
MD201-1,Health & Disease,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD201_1_2_3.PDF
MD201-1,Health & Disease,Paper 1 - Written,Autumn,2,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD201_1_2_3.PDF
MD201-1,Health & Disease,Paper 1 - Written,Autumn,2,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD201_1_2_3.PDF
MD201-1,Health & Disease,Paper 1 - Written,Autumn,2,2008,2009,
MD201-1,Health & Disease,Paper 1 - Written,Summer,1,2012,2013,
MD201-1,Health & Disease,Paper 1 - Written,Summer,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD201_1_1_2.PDF
MD201-1,Health & Disease,Paper 1 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD201_1_1_2.PDF
MD201-1,Health & Disease,Paper 1 - Written,Summer,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD201_1_1_2.PDF
MD201-1,Health & Disease,Paper 1 - Written,Summer,1,2008,2009,
MD201-2,Health & Disease,Paper 2 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/MD/2012_2013_MD201_2_2_3.PDF
MD201-2,Health & Disease,Paper 2 - Written,Summer,1,2012,2013,
MD201-CB1,Health & Disease,Computer Based - Paper 1,Autumn,2,2014,2015,
MD201-CB1,Health & Disease,Computer Based - Paper 1,Autumn,2,2013,2014,
MD201-CB1,Health & Disease,Computer Based - Paper 1,Summer,1,2014,2015,
MD201-CB1,Health & Disease,Computer Based - Paper 1,Summer,1,2013,2014,
MD201-CB2,Health & Disease,Computer Based - Paper 2,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/MD/2014_2015_MD201_CB2_2_3.PDF
MD201-CB2,Health & Disease,Computer Based - Paper 2,Autumn,2,2013,2014,
MD201-CB2,Health & Disease,Computer Based - Paper 2,Summer,1,2013,2014,
MD201-CB2,Health & Disease,Computer Based - Paper 2,Summer,1,2014,2015,
MD202-1,Medical Professionalism 2,Paper 1 - Written,Autumn,2,2008,2009,
MD202-1,Medical Professionalism 2,Paper 1 - Written,Summer,1,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/MD/2014_2015_MD202_1_1_2.PDF
MD202-1,Medical Professionalism 2,Paper 1 - Written,Summer,1,2008,2009,
MD202-CB1,Medical Professionalism 2,Computer Based - Paper 1,Winter,1,2013,2014,
MD202-CB1,Medical Professionalism 2,Computer Based - Paper 1,Autumn,2,2013,2014,
MD202-CB1,Medical Professionalism 2,Computer Based - Paper 1,Winter,1,2014,2015,
MD203-1,Endocrinology,Paper 1 - Written,Autumn,2,2012,2013,
MD203-1,Endocrinology,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD203_1_2_3.PDF
MD203-1,Endocrinology,Paper 1 - Written,Autumn,2,2010,2011,
MD203-1,Endocrinology,Paper 1 - Written,Autumn,2,2009,2010,
MD203-1,Endocrinology,Paper 1 - Written,Autumn,2,2008,2009,
MD203-1,Endocrinology,Paper 1 - Written,Winter,1,2008,2009,
MD203-1,Endocrinology,Paper 1 - Written,Winter,1,2010,2011,
MD203-1,Endocrinology,Paper 1 - Written,Winter,1,2012,2013,
MD203-1,Endocrinology,Paper 1 - Written,Winter,1,2011,2012,
MD203-1,Endocrinology,Paper 1 - Written,Winter,1,2009,2010,
MD204-1,Drugs and Disease,Paper 1 - Written,Summer,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD204_1_1_2.PDF
MD204-1,Drugs and Disease,Paper 1 - Written,Autumn,2,2011,2012,
MD204-1,Drugs and Disease,Paper 1 - Written,Autumn,2,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD204_1_2_3.PDF
MD204-1,Drugs and Disease,Paper 1 - Written,Autumn,2,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD204_1_2_3.PDF
MD204-1,Drugs and Disease,Paper 1 - Written,Autumn,2,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD204_1_2_3.PDF
MD204-1,Drugs and Disease,Paper 1 - Written,Summer,1,2011,2012,
MD204-1,Drugs and Disease,Paper 1 - Written,Summer,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD204_1_1_2.PDF
MD204-1,Drugs and Disease,Paper 1 - Written,Summer,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD204_1_1_2.PDF
MD204-CB1,Drugs and Disease,Computer Based - Paper 1,Autumn,2,2014,2015,
MD204-CB1,Drugs and Disease,Computer Based - Paper 1,Autumn,2,2013,2014,
MD204-CB1,Drugs and Disease,Computer Based - Paper 1,Autumn,2,2012,2013,
MD204-CB1,Drugs and Disease,Computer Based - Paper 1,Summer,1,2012,2013,
MD204-CB1,Drugs and Disease,Computer Based - Paper 1,Summer,1,2014,2015,
MD204-CB1,Drugs and Disease,Computer Based - Paper 1,Summer,1,2013,2014,
MD205-1,Medical Professionalism 1,Paper 1 - Written,Autumn,2,2008,2009,
MD205-1,Medical Professionalism 1,Paper 1 - Written,Winter,1,2008,2009,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2014,2015,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2014,2015,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2013,2014,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2011,2012,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2010,2011,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2009,2010,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2012,2013,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2008,2009,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2013,2014,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2009,2010,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2010,2011,
MD206-1,Molecular Medicine,Paper 1 - Written,Autumn,2,2012,2013,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2011,2012,
MD206-1,Molecular Medicine,Paper 1 - Written,Winter,1,2008,2009,
MD207-CB1,Professionalism 2.1,Computer Based - Paper 1,Autumn,2,2011,2012,
MD207-CB1,Professionalism 2.1,Computer Based - Paper 1,Winter,1,2012,2013,
MD207-CB1,Professionalism 2.1,Computer Based - Paper 1,Autumn,2,2012,2013,
MD207-CB1,Professionalism 2.1,Computer Based - Paper 1,Winter,1,2011,2012,
MD208-CB1,Professionalism 2.2,Computer Based - Paper 1,Autumn,2,2012,2013,
MD208-CB1,Professionalism 2.2,Computer Based - Paper 1,Autumn,2,2011,2012,
MD208-CB1,Professionalism 2.2,Computer Based - Paper 1,Summer,1,2012,2013,
MD208-CB1,Professionalism 2.2,Computer Based - Paper 1,Summer,1,2011,2012,
MD209-CB1,Organ Failure,Computer Based - Paper 1,Autumn,2,2014,2015,
MD209-CB1,Organ Failure,Computer Based - Paper 1,Autumn,2,2013,2014,
MD209-CB1,Organ Failure,Computer Based - Paper 1,Summer,1,2013,2014,
MD209-CB1,Organ Failure,Computer Based - Paper 1,Summer,1,2014,2015,
MD210-1,"Genes, Gametes & Embryos",Paper 1 - Written,Autumn,2,2014,2015,
MD210-1,"Genes, Gametes & Embryos",Paper 1 - Written,Autumn,2,2013,2014,
MD210-1,"Genes, Gametes & Embryos",Paper 1 - Written,Winter,1,2013,2014,
MD210-1,"Genes, Gametes & Embryos",Paper 1 - Written,Winter,1,2014,2015,
MD213-1,Genetics,Paper 1 - Written,Autumn,2,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD213_1_2_3.PDF
MD213-1,Genetics,Paper 1 - Written,Autumn,2,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD213_1_2_3.PDF
MD213-1,Genetics,Paper 1 - Written,Autumn,2,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD213_1_2_3.PDF
MD213-1,Genetics,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD213_1_1_5.PDF
MD213-1,Genetics,Paper 1 - Written,Winter,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD213_1_1_5.PDF
MD213-1,Genetics,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD213_1_1_5.PDF
MD213-CB1,Genetics,Computer Based - Paper 1,Autumn,2,2011,2012,
MD213-CB1,Genetics,Computer Based - Paper 1,Winter,1,2012,2013,
MD213-CB1,Genetics,Computer Based - Paper 1,Winter,1,2011,2012,
MD213-CB1,Genetics,Computer Based - Paper 1,Autumn,2,2012,2013,
MD214-CB1,Introduction to Pharmacology,Computer Based - Paper 1,Autumn,2,2014,2015,
MD214-CB1,Introduction to Pharmacology,Computer Based - Paper 1,Autumn,2,2013,2014,
MD214-CB1,Introduction to Pharmacology,Computer Based - Paper 1,Winter,1,2014,2015,
MD214-CB1,Introduction to Pharmacology,Computer Based - Paper 1,Winter,1,2013,2014,
MD216-1,Reproduction & Development,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD216_1_2_3.PDF
MD216-1,Reproduction & Development,Paper 1 - Written,Autumn,2,2010,2011,
MD216-1,Reproduction & Development,Paper 1 - Written,Autumn,2,2009,2010,
MD216-1,Reproduction & Development,Paper 1 - Written,Autumn,2,2008,2009,
MD216-1,Reproduction & Development,Paper 1 - Written,Winter,1,2010,2011,
MD216-1,Reproduction & Development,Paper 1 - Written,Winter,1,2011,2012,
MD216-1,Reproduction & Development,Paper 1 - Written,Winter,1,2008,2009,
MD216-1,Reproduction & Development,Paper 1 - Written,Winter,1,2009,2010,
MD216-1,Reproduction & Development,Paper 1 - Written,Winter,1,2012,2013,
MD216-1,Reproduction & Development,Paper 1 - Written,Autumn,2,2012,2013,
MD224-1,The Central Nervous System,Paper 1 - Written,Autumn,2,2012,2013,
MD224-1,The Central Nervous System,Paper 1 - Written,Autumn,2,2014,2015,
MD224-1,The Central Nervous System,Paper 1 - Written,Autumn,2,2013,2014,
MD224-CB1,The Central Nervous System,Computer Based - Paper 1,Winter,1,2014,2015,
MD224-CB1,The Central Nervous System,Computer Based - Paper 1,Autumn,2,2011,2012,
MD224-CB1,The Central Nervous System,Computer Based - Paper 1,Winter,1,2013,2014,
MD224-CB1,The Central Nervous System,Computer Based - Paper 1,Winter,1,2011,2012,
MD224-CB1,The Central Nervous System,Computer Based - Paper 1,Winter,1,2012,2013,
MD301-1,Forensic Medicine,Paper 1 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/MD/2012_2013_MD301_1_2_3.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD301_1_2_3.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Autumn,2,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD301_1_2_3.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Autumn,2,2009,2010,
MD301-1,Forensic Medicine,Paper 1 - Written,Autumn,2,2008,2009,
MD301-1,Forensic Medicine,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/MD/2012_2013_MD301_1_1_5.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Winter,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD301_1_1_5.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD301_1_1_5.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Winter,1,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD301_1_1_5.PDF
MD301-1,Forensic Medicine,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD301_1_1_5.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD302_1_1_5.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Winter,1,2011,2012,
MD302-1,Health and Disease II,Paper 1 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/MD/2013_2014_MD302_1_2_3.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Autumn,2,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/MD/2012_2013_MD302_1_2_3.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Autumn,2,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD302_1_2_3.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Autumn,2,2010,2011,https://www.mis.nuigalway.ie/papers_public/2010_2011/MD/2010_2011_MD302_1_2_3.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Autumn,2,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD302_1_2_3.PDF
MD302-1,Health and Disease II,Paper 1 - Written,Autumn,2,2008,2009,
MD302-1,Health and Disease II,Paper 1 - Written,Winter,1,2010,2011,
MD302-1,Health and Disease II,Paper 1 - Written,Winter,1,2013,2014,
MD302-1,Health and Disease II,Paper 1 - Written,Winter,1,2009,2010,
MD302-1,Health and Disease II,Paper 1 - Written,Winter,1,2012,2013,
MD302-2,Health and Disease II,Paper 2 - Written,Autumn,2,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/MD/2013_2014_MD302_2_2_3.PDF
MD302-2,Health and Disease II,Paper 2 - Written,Winter,1,2013,2014,
MD302-CB1,Health and Disease II,Computer Based - Paper 1,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/MD/2014_2015_MD302_CB1_2_3.PDF
MD302-CB1,Health and Disease II,Computer Based - Paper 1,Winter,1,2014,2015,
MD302-CB2,Health and Disease II,Computer Based - Paper 2,Autumn,2,2014,2015,https://www.mis.nuigalway.ie/papers_public/2014_2015/MD/2014_2015_MD302_CB2_2_3.PDF
MD302-CB2,Health and Disease II,Computer Based - Paper 2,Winter,1,2014,2015,
MD304-1,Global Health and Development,Paper 1 - Written,Winter,1,2008,2009,https://www.mis.nuigalway.ie/papers_public/2008_2009/MD/2008_2009_MD304_1_1_5.PDF
MD304-1,Global Health and Development,Paper 1 - Written,Autumn,2,2013,2014,
MD304-1,Global Health and Development,Paper 1 - Written,Autumn,2,2012,2013,
MD304-1,Global Health and Development,Paper 1 - Written,Winter,1,2009,2010,https://www.mis.nuigalway.ie/papers_public/2009_2010/MD/2009_2010_MD304_1_1_5.PDF
MD304-1,Global Health and Development,Paper 1 - Written,Winter,1,2012,2013,https://www.mis.nuigalway.ie/papers_public/2012_2013/MD/2012_2013_MD304_1_1_5.PDF
MD304-1,Global Health and Development,Paper 1 - Written,Winter,1,2013,2014,https://www.mis.nuigalway.ie/papers_public/2013_2014/MD/2013_2014_MD304_1_1_5.PDF
MD304-1,Global Health and Development,Paper 1 - Written,Winter,1,2011,2012,https://www.mis.nuigalway.ie/papers_public/2011_2012/MD/2011_2012_MD304_1_1_5.PDF
